Cement (component 1)(kg in a m^3 mixture),Cementitious_Ratio (by mass),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Blast_Furnace_Slag_Ratio (by mass),Fly Ash (component 3)(kg in a m^3 mixture),fly_ash_ratio (of total weight),"Fly_Ash_Ratio (of total cementitious materials, by mass)",Water  (component 4)(kg in a m^3 mixture),Water_ratio (total by weight),Water-to-Cementitious_Ratio,Superplasticizer (component 5)(kg in a m^3 mixture),Superplasticizer_Ratio (by mass),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Coarse_Aggregate_Ratio (by mass),Fine Aggregate (component 7)(kg in a m^3 mixture),Sand_Ratio (by mass),Age (day),Total Mass of 1 m^3,"Concrete compressive strength(MPa, megapascals) "
302.0 ,0.1315 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,203.0 ,0.0884 ,0.6722 ,0.0 ,0.0000 ,974.0 ,0.4242 ,817.0 ,0.3558 ,14 ,2296.0,18.13 
302.0 ,0.1315 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,203.0 ,0.0884 ,0.6722 ,0.0 ,0.0000 ,974.0 ,0.4242 ,817.0 ,0.3558 ,180 ,2296.0,26.74 
525.0 ,0.2141 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,189.0 ,0.0771 ,0.3600 ,0.0 ,0.0000 ,1125.0 ,0.4588 ,613.0 ,0.2500 ,180 ,2452.0,61.92 
500.0 ,0.2051 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,200.0 ,0.0820 ,0.4000 ,0.0 ,0.0000 ,1125.0 ,0.4614 ,613.0 ,0.2514 ,90 ,2438.0,47.22 
500.0 ,0.2051 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,200.0 ,0.0820 ,0.4000 ,0.0 ,0.0000 ,1125.0 ,0.4614 ,613.0 ,0.2514 ,180 ,2438.0,51.04 
500.0 ,0.2051 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,200.0 ,0.0820 ,0.4000 ,0.0 ,0.0000 ,1125.0 ,0.4614 ,613.0 ,0.2514 ,270 ,2438.0,55.16 
540.0 ,0.2203 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,173.0 ,0.0706 ,0.3204 ,0.0 ,0.0000 ,1125.0 ,0.4590 ,613.0 ,0.2501 ,3 ,2451.0,41.64 
252.0 ,0.1081 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.0 ,0.0793 ,0.7341 ,0.0 ,0.0000 ,1111.0 ,0.4764 ,784.0 ,0.3362 ,7 ,2332.0,13.71 
252.0 ,0.1081 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.0 ,0.0793 ,0.7341 ,0.0 ,0.0000 ,1111.0 ,0.4764 ,784.0 ,0.3362 ,28 ,2332.0,19.69 
339.0 ,0.1450 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.0 ,0.0791 ,0.5457 ,0.0 ,0.0000 ,1060.0 ,0.4534 ,754.0 ,0.3225 ,28 ,2338.0,31.65 
393.0 ,0.1721 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0841 ,0.4885 ,0.0 ,0.0000 ,940.0 ,0.4117 ,758.0 ,0.3320 ,3 ,2283.0,19.11 
393.0 ,0.1721 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0841 ,0.4885 ,0.0 ,0.0000 ,940.0 ,0.4117 ,758.0 ,0.3320 ,28 ,2283.0,39.58 
393.0 ,0.1721 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0841 ,0.4885 ,0.0 ,0.0000 ,940.0 ,0.4117 ,758.0 ,0.3320 ,90 ,2283.0,48.79 
382.0 ,0.1623 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.0 ,0.0786 ,0.4843 ,0.0 ,0.0000 ,1047.0 ,0.4450 ,739.0 ,0.3141 ,7 ,2353.0,24.00 
382.0 ,0.1623 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.0 ,0.0786 ,0.4843 ,0.0 ,0.0000 ,1047.0 ,0.4450 ,739.0 ,0.3141 ,28 ,2353.0,37.42 
252.0 ,0.1080 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0797 ,0.7381 ,0.0 ,0.0000 ,1111.0 ,0.4762 ,784.0 ,0.3360 ,7 ,2333.0,11.47 
252.0 ,0.1081 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.0 ,0.0793 ,0.7341 ,0.0 ,0.0000 ,1111.0 ,0.4764 ,784.0 ,0.3362 ,28 ,2332.0,19.69 
310.0 ,0.1335 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0827 ,0.6194 ,0.0 ,0.0000 ,970.0 ,0.4177 ,850.0 ,0.3661 ,7 ,2322.0,14.99 
310.0 ,0.1335 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0827 ,0.6194 ,0.0 ,0.0000 ,970.0 ,0.4177 ,850.0 ,0.3661 ,28 ,2322.0,27.92 
310.0 ,0.1335 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0827 ,0.6194 ,0.0 ,0.0000 ,970.0 ,0.4177 ,850.0 ,0.3661 ,90 ,2322.0,34.68 
310.0 ,0.1335 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0827 ,0.6194 ,0.0 ,0.0000 ,970.0 ,0.4177 ,850.0 ,0.3661 ,180 ,2322.0,37.33 
310.0 ,0.1335 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0827 ,0.6194 ,0.0 ,0.0000 ,970.0 ,0.4177 ,850.0 ,0.3661 ,360 ,2322.0,38.11 
525.0 ,0.2141 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,189.0 ,0.0771 ,0.3600 ,0.0 ,0.0000 ,1125.0 ,0.4588 ,613.0 ,0.2500 ,3 ,2452.0,33.80 
525.0 ,0.2141 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,189.0 ,0.0771 ,0.3600 ,0.0 ,0.0000 ,1125.0 ,0.4588 ,613.0 ,0.2500 ,7 ,2452.0,42.42 
525.0 ,0.2141 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,189.0 ,0.0771 ,0.3600 ,0.0 ,0.0000 ,1125.0 ,0.4588 ,613.0 ,0.2500 ,14 ,2452.0,48.40 
525.0 ,0.2141 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,189.0 ,0.0771 ,0.3600 ,0.0 ,0.0000 ,1125.0 ,0.4588 ,613.0 ,0.2500 ,28 ,2452.0,55.94 
525.0 ,0.2141 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,189.0 ,0.0771 ,0.3600 ,0.0 ,0.0000 ,1125.0 ,0.4588 ,613.0 ,0.2500 ,90 ,2452.0,58.78 
525.0 ,0.2141 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,189.0 ,0.0771 ,0.3600 ,0.0 ,0.0000 ,1125.0 ,0.4588 ,613.0 ,0.2500 ,270 ,2452.0,67.11 
322.0 ,0.1401 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,203.0 ,0.0883 ,0.6304 ,0.0 ,0.0000 ,974.0 ,0.4237 ,800.0 ,0.3480 ,14 ,2299.0,20.77 
322.0 ,0.1401 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,203.0 ,0.0883 ,0.6304 ,0.0 ,0.0000 ,974.0 ,0.4237 ,800.0 ,0.3480 ,28 ,2299.0,25.18 
322.0 ,0.1401 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,203.0 ,0.0883 ,0.6304 ,0.0 ,0.0000 ,974.0 ,0.4237 ,800.0 ,0.3480 ,180 ,2299.0,29.59 
302.0 ,0.1315 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,203.0 ,0.0884 ,0.6722 ,0.0 ,0.0000 ,974.0 ,0.4242 ,817.0 ,0.3558 ,28 ,2296.0,21.75 
397.0 ,0.1685 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.0 ,0.0785 ,0.4660 ,0.0 ,0.0000 ,1040.0 ,0.4414 ,734.0 ,0.3115 ,28 ,2356.0,39.09 
480.0 ,0.2061 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0824 ,0.4000 ,0.0 ,0.0000 ,936.0 ,0.4019 ,721.0 ,0.3096 ,3 ,2329.0,24.39 
522.0 ,0.2122 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,146.0 ,0.0593 ,0.2797 ,0.0 ,0.0000 ,896.0 ,0.3642 ,896.0 ,0.3642 ,7 ,2460.0,50.51 
522.0 ,0.2122 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,146.0 ,0.0593 ,0.2797 ,0.0 ,0.0000 ,896.0 ,0.3642 ,896.0 ,0.3642 ,28 ,2460.0,74.99 
273.0 ,0.1569 ,105.0 ,0.0464 ,82.0 ,0.0362 ,0.2310 ,210.0 ,0.0928 ,0.5915 ,9.0 ,0.0040 ,904.0 ,0.3995 ,680.0 ,0.3005 ,28 ,2263.0,37.17 
162.0 ,0.1361 ,190.0 ,0.0834 ,148.0 ,0.0650 ,0.4774 ,179.0 ,0.0786 ,0.5774 ,19.0 ,0.0083 ,838.0 ,0.3680 ,741.0 ,0.3254 ,28 ,2277.0,33.76 
154.0 ,0.1198 ,144.0 ,0.0648 ,112.0 ,0.0504 ,0.4211 ,220.0 ,0.0991 ,0.8271 ,10.0 ,0.0045 ,923.0 ,0.4156 ,658.0 ,0.2963 ,28 ,2221.0,16.50 
147.0 ,0.1048 ,115.0 ,0.0511 ,89.0 ,0.0395 ,0.3771 ,202.0 ,0.0897 ,0.8559 ,9.0 ,0.0040 ,860.0 ,0.3821 ,829.0 ,0.3683 ,28 ,2251.0,19.99 
152.0 ,0.1269 ,178.0 ,0.0776 ,139.0 ,0.0606 ,0.4777 ,168.0 ,0.0732 ,0.5773 ,18.0 ,0.0078 ,944.0 ,0.4115 ,695.0 ,0.3030 ,28 ,2294.0,36.35 
310.0 ,0.1815 ,143.0 ,0.0617 ,111.0 ,0.0479 ,0.2637 ,168.0 ,0.0724 ,0.3990 ,22.0 ,0.0095 ,914.0 ,0.3941 ,651.0 ,0.2807 ,28 ,2319.0,33.69 
144.0 ,0.1398 ,0.0 ,0.0000 ,175.0 ,0.0767 ,0.5486 ,158.0 ,0.0692 ,0.4953 ,18.0 ,0.0079 ,943.0 ,0.4132 ,844.0 ,0.3699 ,28 ,2282.0,15.42 
304.0 ,0.1333 ,140.0 ,0.0614 ,0.0 ,0.0000 ,0.0000 ,214.0 ,0.0938 ,0.7039 ,6.0 ,0.0026 ,895.0 ,0.3924 ,722.0 ,0.3165 ,28 ,2281.0,33.42 
374.0 ,0.1616 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,190.0 ,0.0821 ,0.5080 ,7.0 ,0.0030 ,1013.0 ,0.4378 ,730.0 ,0.3155 ,28 ,2314.0,39.05 
159.0 ,0.1202 ,149.0 ,0.0652 ,116.0 ,0.0507 ,0.4218 ,175.0 ,0.0765 ,0.6364 ,15.0 ,0.0066 ,953.0 ,0.4167 ,720.0 ,0.3148 ,28 ,2287.0,27.68 
153.0 ,0.0670 ,239.0 ,0.1046 ,0.0 ,0.0000 ,0.0000 ,200.0 ,0.0876 ,1.3072 ,6.0 ,0.0026 ,1002.0 ,0.4387 ,684.0 ,0.2995 ,28 ,2284.0,26.86 
310.0 ,0.1320 ,143.0 ,0.0609 ,0.0 ,0.0000 ,0.0000 ,168.0 ,0.0715 ,0.5419 ,10.0 ,0.0043 ,914.0 ,0.3891 ,804.0 ,0.3423 ,28 ,2349.0,45.30 
305.0 ,0.1780 ,0.0 ,0.0000 ,100.0 ,0.0440 ,0.2469 ,196.0 ,0.0862 ,0.4840 ,10.0 ,0.0044 ,959.0 ,0.4215 ,705.0 ,0.3099 ,28 ,2275.0,30.12 
151.0 ,0.1471 ,0.0 ,0.0000 ,184.0 ,0.0808 ,0.5493 ,167.0 ,0.0733 ,0.4985 ,12.0 ,0.0053 ,991.0 ,0.4352 ,772.0 ,0.3390 ,28 ,2277.0,15.57 
142.0 ,0.1187 ,167.0 ,0.0729 ,130.0 ,0.0567 ,0.4779 ,174.0 ,0.0759 ,0.6397 ,11.0 ,0.0048 ,883.0 ,0.3853 ,785.0 ,0.3425 ,28 ,2292.0,44.61 
298.0 ,0.1775 ,137.0 ,0.0600 ,107.0 ,0.0469 ,0.2642 ,201.0 ,0.0881 ,0.4963 ,6.0 ,0.0026 ,878.0 ,0.3848 ,655.0 ,0.2870 ,28 ,2282.0,53.52 
321.0 ,0.1381 ,164.0 ,0.0706 ,0.0 ,0.0000 ,0.0000 ,190.0 ,0.0818 ,0.5919 ,5.0 ,0.0022 ,870.0 ,0.3744 ,774.0 ,0.3330 ,28 ,2324.0,57.21 
366.0 ,0.1569 ,187.0 ,0.0802 ,0.0 ,0.0000 ,0.0000 ,191.0 ,0.0819 ,0.5219 ,7.0 ,0.0030 ,824.0 ,0.3533 ,757.0 ,0.3246 ,28 ,2332.0,65.91 
280.0 ,0.1638 ,129.0 ,0.0556 ,100.0 ,0.0431 ,0.2632 ,172.0 ,0.0741 ,0.4526 ,9.0 ,0.0039 ,825.0 ,0.3556 ,805.0 ,0.3470 ,28 ,2320.0,52.82 
252.0 ,0.1437 ,97.0 ,0.0425 ,76.0 ,0.0333 ,0.2317 ,194.0 ,0.0850 ,0.5915 ,8.0 ,0.0035 ,835.0 ,0.3657 ,821.0 ,0.3596 ,28 ,2283.0,33.40 
165.0 ,0.1393 ,0.0 ,0.0000 ,150.0 ,0.0663 ,0.4762 ,182.0 ,0.0805 ,0.5778 ,12.0 ,0.0053 ,1023.0 ,0.4525 ,729.0 ,0.3224 ,28 ,2261.0,18.03 
156.0 ,0.0675 ,243.0 ,0.1052 ,0.0 ,0.0000 ,0.0000 ,180.0 ,0.0779 ,1.1538 ,11.0 ,0.0048 ,1022.0 ,0.4424 ,698.0 ,0.3022 ,28 ,2310.0,37.36 
160.0 ,0.1362 ,188.0 ,0.0837 ,146.0 ,0.0650 ,0.4771 ,203.0 ,0.0903 ,0.6634 ,11.0 ,0.0049 ,829.0 ,0.3689 ,710.0 ,0.3160 ,28 ,2247.0,32.84 
298.0 ,0.1768 ,0.0 ,0.0000 ,107.0 ,0.0467 ,0.2642 ,186.0 ,0.0812 ,0.4593 ,6.0 ,0.0026 ,879.0 ,0.3837 ,815.0 ,0.3557 ,28 ,2291.0,42.64 
318.0 ,0.1966 ,0.0 ,0.0000 ,126.0 ,0.0558 ,0.2838 ,210.0 ,0.0930 ,0.4730 ,6.0 ,0.0027 ,861.0 ,0.3813 ,737.0 ,0.3264 ,28 ,2258.0,40.06 
287.0 ,0.1657 ,121.0 ,0.0526 ,94.0 ,0.0409 ,0.2467 ,188.0 ,0.0818 ,0.4934 ,9.0 ,0.0039 ,904.0 ,0.3932 ,696.0 ,0.3027 ,28 ,2299.0,41.94 
326.0 ,0.1389 ,166.0 ,0.0707 ,0.0 ,0.0000 ,0.0000 ,174.0 ,0.0741 ,0.5337 ,9.0 ,0.0038 ,882.0 ,0.3758 ,790.0 ,0.3366 ,28 ,2347.0,61.23 
356.0 ,0.2183 ,0.0 ,0.0000 ,142.0 ,0.0623 ,0.2851 ,193.0 ,0.0846 ,0.3876 ,11.0 ,0.0048 ,801.0 ,0.3512 ,778.0 ,0.3411 ,28 ,2281.0,40.87 
132.0 ,0.1281 ,207.0 ,0.0905 ,161.0 ,0.0704 ,0.5495 ,179.0 ,0.0783 ,0.6109 ,5.0 ,0.0022 ,867.0 ,0.3791 ,736.0 ,0.3218 ,28 ,2287.0,33.30 
322.0 ,0.1385 ,149.0 ,0.0641 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0800 ,0.5776 ,8.0 ,0.0034 ,951.0 ,0.4090 ,709.0 ,0.3049 ,28 ,2325.0,52.42 
164.0 ,0.1616 ,0.0 ,0.0000 ,200.0 ,0.0888 ,0.5495 ,181.0 ,0.0803 ,0.4973 ,13.0 ,0.0058 ,849.0 ,0.3768 ,846.0 ,0.3755 ,28 ,2253.0,15.09 
314.0 ,0.1844 ,0.0 ,0.0000 ,113.0 ,0.0488 ,0.2646 ,170.0 ,0.0734 ,0.3981 ,10.0 ,0.0043 ,925.0 ,0.3996 ,783.0 ,0.3382 ,28 ,2315.0,38.46 
321.0 ,0.1959 ,0.0 ,0.0000 ,128.0 ,0.0558 ,0.2851 ,182.0 ,0.0794 ,0.4053 ,11.0 ,0.0048 ,870.0 ,0.3796 ,780.0 ,0.3403 ,28 ,2292.0,37.26 
140.0 ,0.1218 ,164.0 ,0.0745 ,128.0 ,0.0582 ,0.4776 ,237.0 ,0.1077 ,0.8843 ,6.0 ,0.0027 ,869.0 ,0.3950 ,656.0 ,0.2982 ,28 ,2200.0,35.23 
288.0 ,0.1236 ,121.0 ,0.0519 ,0.0 ,0.0000 ,0.0000 ,177.0 ,0.0760 ,0.6146 ,7.0 ,0.0030 ,908.0 ,0.3897 ,829.0 ,0.3558 ,28 ,2330.0,42.13 
298.0 ,0.1800 ,0.0 ,0.0000 ,107.0 ,0.0476 ,0.2642 ,210.0 ,0.0933 ,0.5185 ,11.0 ,0.0049 ,880.0 ,0.3911 ,744.0 ,0.3307 ,28 ,2250.0,31.87 
265.0 ,0.1535 ,111.0 ,0.0486 ,86.0 ,0.0376 ,0.2450 ,195.0 ,0.0853 ,0.5556 ,6.0 ,0.0026 ,833.0 ,0.3644 ,790.0 ,0.3456 ,28 ,2286.0,41.54 
160.0 ,0.0688 ,250.0 ,0.1074 ,0.0 ,0.0000 ,0.0000 ,168.0 ,0.0722 ,1.0500 ,12.0 ,0.0052 ,1049.0 ,0.4508 ,688.0 ,0.2957 ,28 ,2327.0,39.45 
166.0 ,0.0719 ,260.0 ,0.1127 ,0.0 ,0.0000 ,0.0000 ,183.0 ,0.0793 ,1.1024 ,13.0 ,0.0056 ,859.0 ,0.3722 ,827.0 ,0.3583 ,28 ,2308.0,37.91 
276.0 ,0.1585 ,116.0 ,0.0502 ,90.0 ,0.0390 ,0.2459 ,180.0 ,0.0780 ,0.4918 ,9.0 ,0.0039 ,870.0 ,0.3768 ,768.0 ,0.3326 ,28 ,2309.0,44.28 
322.0 ,0.1925 ,0.0 ,0.0000 ,116.0 ,0.0510 ,0.2648 ,196.0 ,0.0862 ,0.4475 ,10.0 ,0.0044 ,818.0 ,0.3596 ,813.0 ,0.3574 ,28 ,2275.0,31.18 
149.0 ,0.1138 ,139.0 ,0.0613 ,109.0 ,0.0481 ,0.4225 ,193.0 ,0.0851 ,0.7481 ,6.0 ,0.0026 ,892.0 ,0.3933 ,780.0 ,0.3439 ,28 ,2268.0,23.69 
159.0 ,0.0688 ,187.0 ,0.0809 ,0.0 ,0.0000 ,0.0000 ,176.0 ,0.0761 ,1.1069 ,11.0 ,0.0048 ,990.0 ,0.4282 ,789.0 ,0.3413 ,28 ,2312.0,32.76 
261.0 ,0.1491 ,100.0 ,0.0440 ,78.0 ,0.0343 ,0.2301 ,201.0 ,0.0884 ,0.5929 ,9.0 ,0.0040 ,864.0 ,0.3799 ,761.0 ,0.3347 ,28 ,2274.0,32.40 
237.0 ,0.1399 ,92.0 ,0.0418 ,71.0 ,0.0323 ,0.2305 ,247.0 ,0.1122 ,0.8019 ,6.0 ,0.0027 ,853.0 ,0.3876 ,695.0 ,0.3158 ,28 ,2201.0,28.63 
313.0 ,0.1850 ,0.0 ,0.0000 ,113.0 ,0.0491 ,0.2653 ,178.0 ,0.0773 ,0.4178 ,8.0 ,0.0035 ,1002.0 ,0.4351 ,689.0 ,0.2992 ,28 ,2303.0,36.80 
155.0 ,0.0679 ,183.0 ,0.0801 ,0.0 ,0.0000 ,0.0000 ,193.0 ,0.0845 ,1.2452 ,9.0 ,0.0039 ,1047.0 ,0.4584 ,697.0 ,0.3052 ,28 ,2284.0,18.28 
146.0 ,0.0640 ,230.0 ,0.1009 ,0.0 ,0.0000 ,0.0000 ,202.0 ,0.0886 ,1.3836 ,3.0 ,0.0013 ,827.0 ,0.3627 ,872.0 ,0.3825 ,28 ,2280.0,33.06 
296.0 ,0.1806 ,0.0 ,0.0000 ,107.0 ,0.0479 ,0.2655 ,221.0 ,0.0990 ,0.5484 ,11.0 ,0.0049 ,819.0 ,0.3669 ,778.0 ,0.3486 ,28 ,2232.0,31.42 
133.0 ,0.0582 ,210.0 ,0.0919 ,0.0 ,0.0000 ,0.0000 ,196.0 ,0.0857 ,1.4737 ,3.0 ,0.0013 ,949.0 ,0.4151 ,795.0 ,0.3478 ,28 ,2286.0,31.03 
313.0 ,0.1340 ,145.0 ,0.0621 ,0.0 ,0.0000 ,0.0000 ,178.0 ,0.0762 ,0.5687 ,8.0 ,0.0034 ,867.0 ,0.3713 ,824.0 ,0.3529 ,28 ,2335.0,44.39 
152.0 ,0.1166 ,0.0 ,0.0000 ,112.0 ,0.0495 ,0.4242 ,184.0 ,0.0813 ,0.6970 ,8.0 ,0.0035 ,992.0 ,0.4382 ,816.0 ,0.3604 ,28 ,2264.0,12.18 
153.0 ,0.1163 ,145.0 ,0.0634 ,113.0 ,0.0494 ,0.4248 ,178.0 ,0.0778 ,0.6692 ,8.0 ,0.0035 ,1002.0 ,0.4379 ,689.0 ,0.3011 ,28 ,2288.0,25.56 
140.0 ,0.1079 ,133.0 ,0.0591 ,103.0 ,0.0457 ,0.4239 ,200.0 ,0.0888 ,0.8230 ,7.0 ,0.0031 ,916.0 ,0.4067 ,753.0 ,0.3344 ,28 ,2252.0,36.44 
149.0 ,0.0644 ,236.0 ,0.1020 ,0.0 ,0.0000 ,0.0000 ,176.0 ,0.0761 ,1.1812 ,13.0 ,0.0056 ,847.0 ,0.3660 ,893.0 ,0.3859 ,28 ,2314.0,32.96 
300.0 ,0.1868 ,0.0 ,0.0000 ,120.0 ,0.0534 ,0.2857 ,212.0 ,0.0943 ,0.5048 ,10.0 ,0.0044 ,878.0 ,0.3906 ,728.0 ,0.3238 ,28 ,2248.0,23.84 
153.0 ,0.1163 ,145.0 ,0.0634 ,113.0 ,0.0494 ,0.4248 ,178.0 ,0.0778 ,0.6692 ,8.0 ,0.0035 ,867.0 ,0.3789 ,824.0 ,0.3601 ,28 ,2288.0,26.23 
148.0 ,0.1244 ,0.0 ,0.0000 ,137.0 ,0.0598 ,0.4807 ,158.0 ,0.0690 ,0.5544 ,16.0 ,0.0070 ,1002.0 ,0.4374 ,830.0 ,0.3623 ,28 ,2291.0,17.95 
326.0 ,0.2047 ,0.0 ,0.0000 ,138.0 ,0.0609 ,0.2974 ,199.0 ,0.0878 ,0.4289 ,11.0 ,0.0049 ,801.0 ,0.3533 ,792.0 ,0.3494 ,28 ,2267.0,40.68 
153.0 ,0.0663 ,145.0 ,0.0629 ,0.0 ,0.0000 ,0.0000 ,178.0 ,0.0772 ,1.1634 ,8.0 ,0.0035 ,1000.0 ,0.4337 ,822.0 ,0.3565 ,28 ,2306.0,19.01 
262.0 ,0.1522 ,111.0 ,0.0485 ,86.0 ,0.0376 ,0.2471 ,195.0 ,0.0853 ,0.5603 ,5.0 ,0.0022 ,895.0 ,0.3913 ,733.0 ,0.3205 ,28 ,2287.0,33.72 
158.0 ,0.1608 ,0.0 ,0.0000 ,195.0 ,0.0888 ,0.5524 ,220.0 ,0.1002 ,0.6232 ,11.0 ,0.0050 ,898.0 ,0.4091 ,713.0 ,0.3248 ,28 ,2195.0,8.54 
151.0 ,0.1480 ,0.0 ,0.0000 ,185.0 ,0.0815 ,0.5506 ,167.0 ,0.0735 ,0.4970 ,16.0 ,0.0070 ,1074.0 ,0.4729 ,678.0 ,0.2985 ,28 ,2271.0,13.46 
273.0 ,0.1602 ,0.0 ,0.0000 ,90.0 ,0.0397 ,0.2479 ,199.0 ,0.0878 ,0.5482 ,11.0 ,0.0049 ,931.0 ,0.4109 ,762.0 ,0.3363 ,28 ,2266.0,32.24 
149.0 ,0.1056 ,118.0 ,0.0517 ,92.0 ,0.0403 ,0.3817 ,183.0 ,0.0802 ,0.7593 ,7.0 ,0.0031 ,953.0 ,0.4176 ,780.0 ,0.3418 ,28 ,2282.0,23.52 
143.0 ,0.1263 ,169.0 ,0.0746 ,143.0 ,0.0632 ,0.5000 ,191.0 ,0.0844 ,0.6678 ,8.0 ,0.0035 ,967.0 ,0.4271 ,643.0 ,0.2840 ,28 ,2264.0,29.72 
260.0 ,0.1458 ,101.0 ,0.0436 ,78.0 ,0.0336 ,0.2308 ,171.0 ,0.0737 ,0.5059 ,10.0 ,0.0043 ,936.0 ,0.4036 ,763.0 ,0.3290 ,28 ,2319.0,49.77 
313.0 ,0.1339 ,161.0 ,0.0689 ,0.0 ,0.0000 ,0.0000 ,178.0 ,0.0761 ,0.5687 ,10.0 ,0.0043 ,917.0 ,0.3922 ,759.0 ,0.3246 ,28 ,2338.0,52.44 
284.0 ,0.1212 ,120.0 ,0.0512 ,0.0 ,0.0000 ,0.0000 ,168.0 ,0.0717 ,0.5915 ,7.0 ,0.0030 ,970.0 ,0.4140 ,794.0 ,0.3389 ,28 ,2343.0,40.93 
336.0 ,0.1446 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,182.0 ,0.0783 ,0.5417 ,3.0 ,0.0013 ,986.0 ,0.4243 ,817.0 ,0.3515 ,28 ,2324.0,44.86 
145.0 ,0.1233 ,0.0 ,0.0000 ,134.0 ,0.0592 ,0.4803 ,181.0 ,0.0800 ,0.6487 ,11.0 ,0.0049 ,979.0 ,0.4328 ,812.0 ,0.3590 ,28 ,2262.0,13.20 
150.0 ,0.0647 ,237.0 ,0.1023 ,0.0 ,0.0000 ,0.0000 ,174.0 ,0.0751 ,1.1600 ,12.0 ,0.0052 ,1069.0 ,0.4614 ,675.0 ,0.2913 ,28 ,2317.0,37.43 
144.0 ,0.1222 ,170.0 ,0.0750 ,133.0 ,0.0587 ,0.4801 ,192.0 ,0.0847 ,0.6931 ,8.0 ,0.0035 ,814.0 ,0.3592 ,805.0 ,0.3553 ,28 ,2266.0,29.87 
331.0 ,0.1429 ,170.0 ,0.0734 ,0.0 ,0.0000 ,0.0000 ,195.0 ,0.0842 ,0.5891 ,8.0 ,0.0035 ,811.0 ,0.3500 ,802.0 ,0.3461 ,28 ,2317.0,56.61 
155.0 ,0.1328 ,0.0 ,0.0000 ,143.0 ,0.0637 ,0.4799 ,193.0 ,0.0860 ,0.6477 ,9.0 ,0.0040 ,1047.0 ,0.4666 ,697.0 ,0.3106 ,28 ,2244.0,12.46 
155.0 ,0.0678 ,183.0 ,0.0801 ,0.0 ,0.0000 ,0.0000 ,193.0 ,0.0845 ,1.2452 ,9.0 ,0.0039 ,877.0 ,0.3838 ,868.0 ,0.3799 ,28 ,2285.0,23.79 
135.0 ,0.1334 ,0.0 ,0.0000 ,166.0 ,0.0735 ,0.5515 ,180.0 ,0.0798 ,0.5980 ,10.0 ,0.0044 ,961.0 ,0.4258 ,805.0 ,0.3567 ,28 ,2257.0,13.29 
266.0 ,0.1529 ,112.0 ,0.0485 ,87.0 ,0.0377 ,0.2465 ,178.0 ,0.0771 ,0.5042 ,10.0 ,0.0043 ,910.0 ,0.3943 ,745.0 ,0.3228 ,28 ,2308.0,39.42 
